Repository	Tag	# of Vuls Originally	# of Vuls after Fix	Initial Audit	After i package-lock	After audit fix
webpacksources	v3.1.1	0	0	No Vul	No Vul	No Vul
webpacksources	v3.1.2	0	0	No Vul	No Vul	No Vul
webpacksources	v3.2.0	6	0	ERR	Vul Found (Changed)	No Vul (Changed)
gaze	v1.0.0	18	22	Vul Found	Vul Found	Vul Found
gaze	v1.1.0	18	18	Vul Found	Vul Found	Vul Found
gaze	v1.1.1	18	18	Vul Found	Vul Found	Vul Found
gaze	v1.1.2	1	18	Vul Found	Vul Found	Vul Found
gaze	v1.1.3	1	1	ERR	Vul Found (Changed)	Vul Found
xml2json	v0.11.0	0	0	ERR	No Vul (Changed)	No Vul
xml2json	v0.11.2	25	25	Vul Found	Vul Found	Vul Found
xml2json	v0.8.2	0	0	No Vul	No Vul	No Vul
xml2json	v0.9.0	0	0	No Vul	No Vul	No Vul
xml2json	v0.9.2	0	0	No Vul	No Vul	No Vul
dateformat	v4.4.0	0	0	No Vul	No Vul	No Vul
dateformat	v4.4.1	0	0	No Vul	No Vul	No Vul
dateformat	v4.4.2	0	0	No Vul	No Vul	No Vul
dateformat	v4.5.0	0	0	No Vul	No Vul	No Vul
dateformat	v4.5.1	4	0	Vul Found	Vul Found	No Vul (Changed)
portfinder	v1.0.24	0	0	No Vul	No Vul	No Vul
portfinder	v1.0.25	0	0	No Vul	No Vul	No Vul
portfinder	v1.0.26	0	0	No Vul	No Vul	No Vul
portfinder	v1.0.27	0	0	No Vul	No Vul	No Vul
portfinder	v1.0.28	2	0	Vul Found	Vul Found	No Vul (Changed)
parseurl	1.2.0	7	7	Vul Found	Vul Found	Vul Found
parseurl	1.3.0	7	7	Vul Found	Vul Found	Vul Found
parseurl	1.3.1	5	7	Vul Found	Vul Found	Vul Found
parseurl	1.3.2	3	5	Vul Found	Vul Found	Vul Found
parseurl	1.3.3	3	3	ERR	Vul Found (Changed)	Vul Found
he	v0.5.0	14	10	Vul Found	Vul Found	Vul Found
he	v1.0.0	14	14	Vul Found	Vul Found	Vul Found
he	v1.1.0	14	14	Vul Found	Vul Found	Vul Found
he	v1.1.1	14	14	Vul Found	Vul Found	Vul Found
he	v1.2.0	14	14	ERR	Vul Found (Changed)	Vul Found
gruntcontribcopy	v0.7.0	21	21	Vul Found	Vul Found	Vul Found
gruntcontribcopy	v0.8.0	21	21	Vul Found	Vul Found	Vul Found
gruntcontribcopy	v0.8.1	21	21	Vul Found	Vul Found	Vul Found
gruntcontribcopy	v0.8.2	20	21	Vul Found	Vul Found	Vul Found
gruntcontribcopy	v1.0.0	20	20	ERR	Vul Found (Changed)	Vul Found
hoistnonreactstatics	v3.2.0	5	5	Vul Found	Vul Found	Vul Found
hoistnonreactstatics	v3.2.1	5	5	Vul Found	Vul Found	Vul Found
hoistnonreactstatics	v3.3.0	5	5	Vul Found	Vul Found	Vul Found
hoistnonreactstatics	v3.3.1	5	5	Vul Found	Vul Found	Vul Found
hoistnonreactstatics	v3.3.2	15	5	ERR	Vul Found (Changed)	Vul Found
argparse	1.0.10	0	0	No Vul	No Vul	No Vul
argparse	1.0.8	0	0	No Vul	No Vul	No Vul
argparse	1.0.9	0	0	No Vul	No Vul	No Vul
argparse	2.0.0	0	0	No Vul	No Vul	No Vul
argparse	2.0.1	0	0	ERR	No Vul (Changed)	No Vul
fresh	v0.3.0	6	8	Vul Found	Vul Found	Vul Found
fresh	v0.4.0	6	6	Vul Found	Vul Found	Vul Found
fresh	v0.5.0	7	6	Vul Found	Vul Found	Vul Found
fresh	v0.5.1	7	7	Vul Found	Vul Found	Vul Found
fresh	v0.5.2	7	7	ERR	Vul Found (Changed)	Vul Found
passport	v0.3.0	5	5	Vul Found	Vul Found	Vul Found
passport	v0.3.1	5	5	Vul Found	Vul Found	Vul Found
passport	v0.3.2	5	5	Vul Found	Vul Found	Vul Found
passport	v0.4.0	5	5	Vul Found	Vul Found	Vul Found
passport	v0.4.1	5	5	ERR	Vul Found (Changed)	Vul Found
pluralize	v5.0.0	1	1	Vul Found	Vul Found	Vul Found
pluralize	v5.1.0	1	1	Vul Found	Vul Found	Vul Found
pluralize	v6.0.0	1	1	Vul Found	Vul Found	Vul Found
pluralize	v7.0.0	1	1	Vul Found	Vul Found	Vul Found
pluralize	v8.0.0	5	1	Vul Found	Vul Found	Vul Found
memoizeone	v5.1.0	1	1	Vul Found	Vul Found	Vul Found
memoizeone	v5.1.0-beta.6	1	1	Vul Found	Vul Found	Vul Found
memoizeone	v5.1.1	1	1	Vul Found	Vul Found	Vul Found
memoizeone	v5.2.0	1	1	Vul Found	Vul Found	Vul Found
memoizeone	v5.2.1	4	1	ERR	Vul Found (Changed)	Vul Found
co	4.5.1	7	7	Vul Found	Vul Found	Vul Found
co	4.5.2	8	7	Vul Found	Vul Found	Vul Found
co	4.5.3	8	8	Vul Found	Vul Found	Vul Found
co	4.5.4	8	8	Vul Found	Vul Found	Vul Found
co	4.6.0	8	8	ERR	Vul Found (Changed)	Vul Found
amqplib	v0.5.6	8	8	Vul Found	Vul Found	Vul Found
amqplib	v0.6.0	8	8	Vul Found	Vul Found	Vul Found
amqplib	v0.7.0	8	8	Vul Found	Vul Found	Vul Found
amqplib	v0.7.1	7	7	Vul Found	Vul Found	Vul Found
amqplib	v0.8.0	7	7	Vul Found	Vul Found	Vul Found
gulpbabel	v6.1.3	10	10	Vul Found	Vul Found	Vul Found
gulpbabel	v7.0.1	10	10	Vul Found	Vul Found	Vul Found
gulpbabel	v8.0.0	14	10	Vul Found	Vul Found	Vul Found
gulpbabel	v8.0.0-beta.1	10	10	Vul Found	Vul Found	Vul Found
gulpbabel	v8.0.0-beta.2	10	10	Vul Found	Vul Found	Vul Found
gulpplumber	v1.0.1	13	13	Vul Found	Vul Found	Vul Found
gulpplumber	v1.0.2	13	13	Vul Found	Vul Found	Vul Found
gulpplumber	v1.1.0	13	13	Vul Found	Vul Found	Vul Found
gulpplumber	v1.2.0	13	13	Vul Found	Vul Found	Vul Found
gulpplumber	v1.2.1	13	13	ERR	Vul Found (Changed)	Vul Found
babelpluginaddmoduleexports	v0.3.0	5	5	Vul Found	Vul Found	Vul Found
babelpluginaddmoduleexports	v0.3.1	5	5	Vul Found	Vul Found	Vul Found
babelpluginaddmoduleexports	v0.3.2	5	5	Vul Found	Vul Found	Vul Found
babelpluginaddmoduleexports	v0.3.3	5	5	Vul Found	Vul Found	Vul Found
babelpluginaddmoduleexports	v1.0.0	19	5	ERR	Vul Found (Changed)	Vul Found
tslintreact	3.6.0	0	0	No Vul	No Vul	No Vul
tslintreact	4.0.0	0	0	No Vul	No Vul	No Vul
tslintreact	4.1.0	0	0	No Vul	No Vul	No Vul
tslintreact	4.2.0	0	0	No Vul	No Vul	No Vul
tslintreact	5.0.0	1	0	ERR	Vul Found (Changed)	No Vul (Changed)
nodewatch	0.6.4	1	1	Vul Found	Vul Found	Vul Found
nodewatch	0.7.0	1	1	Vul Found	Vul Found	Vul Found
nodewatch	0.7.1	1	1	ERR	Vul Found (Changed)	Vul Found
nodewatch	v0.6.2	1	1	Vul Found	Vul Found	Vul Found
nodewatch	v0.6.3	1	1	Vul Found	Vul Found	Vul Found
etag	v1.5.1	8	8	Vul Found	Vul Found	Vul Found
etag	v1.6.0	8	8	Vul Found	Vul Found	Vul Found
etag	v1.7.0	9	8	Vul Found	Vul Found	Vul Found
etag	v1.8.0	7	9	Vul Found	Vul Found	Vul Found
etag	v1.8.1	7	7	ERR	Vul Found (Changed)	Vul Found
promise	8.0.0	6	6	Vul Found	Vul Found	Vul Found
promise	8.0.1	6	6	Vul Found	Vul Found	Vul Found
promise	8.0.2	6	6	Vul Found	Vul Found	Vul Found
promise	8.0.3	6	6	Vul Found	Vul Found	Vul Found
promise	8.1.0	6	6	ERR	Vul Found (Changed)	Vul Found
changecase	camel-case@4.1.2	9	2	Vul Found	Vul Found	Vul Found
changecase	capital-case@1.0.4	2	2	Vul Found	Vul Found	Vul Found
changecase	change-case@4.1.2	2	2	Vul Found	Vul Found	Vul Found
changecase	constant-case@3.0.4	2	2	Vul Found	Vul Found	Vul Found
changecase	dot-case@3.0.4	2	2	Vul Found	Vul Found	Vul Found
traverse	0.6.2	0	0	No Vul	No Vul	No Vul
traverse	0.6.3	0	0	No Vul	No Vul	No Vul
traverse	0.6.4	0	0	No Vul	No Vul	No Vul
traverse	0.6.5	0	0	No Vul	No Vul	No Vul
traverse	0.6.6	0	0	ERR	No Vul (Changed)	No Vul
css	v2.2.1	1	1	Vul Found	Vul Found	Vul Found
css	v2.2.2	1	1	Vul Found	Vul Found	Vul Found
css	v2.2.3	1	1	Vul Found	Vul Found	Vul Found
css	v2.2.4	1	1	Vul Found	Vul Found	Vul Found
css	v3.0.0	1	1	ERR	Vul Found (Changed)	Vul Found
tweetnacl	1.0.0-rc.1	1	1	Vul Found	Vul Found	Vul Found
tweetnacl	1.0.3	5	1	ERR	Vul Found (Changed)	Vul Found
tweetnacl	v1.0.0	1	1	Vul Found	Vul Found	Vul Found
tweetnacl	v1.0.1	1	1	Vul Found	Vul Found	Vul Found
tweetnacl	v1.0.2	1	1	Vul Found	Vul Found	Vul Found
promisepolyfill	8.1.0	10	10	Vul Found	Vul Found	Vul Found
promisepolyfill	8.1.1	10	10	Vul Found	Vul Found	Vul Found
promisepolyfill	8.1.2	10	10	Vul Found	Vul Found	Vul Found
promisepolyfill	8.1.3	10	10	Vul Found	Vul Found	Vul Found
promisepolyfill	8.2.0	10	10	ERR	Vul Found (Changed)	Vul Found
through2	v3.0.1	7	7	Vul Found	Vul Found	Vul Found
through2	v3.0.2	1	7	Vul Found	Vul Found	Vul Found
through2	v4.0.0	1	1	Vul Found	Vul Found	Vul Found
through2	v4.0.1	1	1	Vul Found	Vul Found	Vul Found
through2	v4.0.2	1	1	ERR	Vul Found (Changed)	Vul Found
ms	2.0.0	4	4	Vul Found	Vul Found	Vul Found
ms	2.1.0	4	4	Vul Found	Vul Found	Vul Found
ms	2.1.1	4	4	Vul Found	Vul Found	Vul Found
ms	2.1.2	4	4	Vul Found	Vul Found	Vul Found
ms	2.1.3	5	4	Vul Found	Vul Found	Vul Found
estraverse	4.2.0	6	6	Vul Found	Vul Found	Vul Found
estraverse	v4.3.0	6	6	Vul Found	Vul Found	Vul Found
estraverse	v5.0.0	6	6	Vul Found	Vul Found	Vul Found
estraverse	v5.1.0	6	6	Vul Found	Vul Found	Vul Found
estraverse	v5.2.0	6	6	ERR	Vul Found (Changed)	Vul Found
prompts	v2.3.0	1	1	Vul Found	Vul Found	Vul Found
prompts	v2.3.1	1	1	Vul Found	Vul Found	Vul Found
prompts	v2.3.2	1	1	Vul Found	Vul Found	Vul Found
prompts	v2.4.0	1	1	Vul Found	Vul Found	Vul Found
prompts	v2.4.1	4	1	Vul Found	Vul Found	Vul Found
rolluppluginutils	2.8.2	12	12	Vul Found	Vul Found	Vul Found
rolluppluginutils	v2.7.0	14	14	Vul Found	Vul Found	Vul Found
rolluppluginutils	v2.7.1	14	14	Vul Found	Vul Found	Vul Found
rolluppluginutils	v2.8.0	14	14	Vul Found	Vul Found	Vul Found
rolluppluginutils	v2.8.1	14	14	Vul Found	Vul Found	Vul Found
intl	v1.1.0	16	15	Vul Found	Vul Found	Vul Found
intl	v1.2.1	16	16	Vul Found	Vul Found	Vul Found
intl	v1.2.3	16	16	Vul Found	Vul Found	Vul Found
intl	v1.2.4	16	16	Vul Found	Vul Found	Vul Found
intl	v1.2.5	16	16	ERR	Vul Found (Changed)	Vul Found
postcsspresetenv	6.1.2	0	0	No Vul	No Vul	No Vul
postcsspresetenv	6.2.0	0	0	No Vul	No Vul	No Vul
postcsspresetenv	6.3.0	0	0	No Vul	No Vul	No Vul
postcsspresetenv	6.3.1	0	0	No Vul	No Vul	No Vul
postcsspresetenv	6.5.0	0	0	ERR	No Vul (Changed)	No Vul
nib	1.1.1	1	2	Vul Found	Vul Found	Vul Found
nib	1.1.2	1	1	ERR	Vul Found (Changed)	Vul Found
nib	v1.0.3	2	1	Vul Found	Vul Found	Vul Found
nib	v1.0.4	2	2	Vul Found	Vul Found	Vul Found
nib	v1.1.0	2	2	Vul Found	Vul Found	Vul Found
multer	v1.4.2	4	4	ERR	Vul Found (Changed)	Vul Found
multer	v2.0.0-beta.1	-	-	ERR	ERR	ERR
multer	v2.0.0-rc.1	-	-	ERR	ERR	ERR
multer	v2.0.0-rc.2	-	-	ERR	ERR	ERR
multer	v2.0.0-rc.3	-	-	ERR	ERR	ERR
htmlloader	v1.3.2	1	1	Vul Found	Vul Found	Vul Found
htmlloader	v2.0.0	1	1	Vul Found	Vul Found	Vul Found
htmlloader	v2.1.0	1	1	Vul Found	Vul Found	Vul Found
htmlloader	v2.1.1	1	1	Vul Found	Vul Found	Vul Found
htmlloader	v2.1.2	7	1	Vul Found	Vul Found	Vul Found
string	3.2.1	10	10	Vul Found	Vul Found	Vul Found
string	3.3.0	10	10	Vul Found	Vul Found	Vul Found
string	3.3.1	10	10	Vul Found	Vul Found	Vul Found
string	3.3.2	10	10	Vul Found	Vul Found	Vul Found
string	3.3.3	10	10	ERR	Vul Found (Changed)	Vul Found
jsonschema	v1.2.10	0	0	No Vul	No Vul	No Vul
jsonschema	v1.2.11	0	0	No Vul	No Vul	No Vul
jsonschema	v1.2.9	0	0	No Vul	No Vul	No Vul
jsonschema	v1.3.0	0	0	No Vul	No Vul	No Vul
jsonschema	v1.4.0	0	0	ERR	No Vul (Changed)	No Vul
webpackmanifestplugin	v3.1.1	1	1	Vul Found	Vul Found	Vul Found
webpackmanifestplugin	v3.2.0	2	1	Vul Found	Vul Found	Vul Found
webpackmanifestplugin	v4.0.0	-	-	ERR	ERR	ERR
webpackmanifestplugin	v4.0.1	-	-	ERR	ERR	ERR
webpackmanifestplugin	v4.0.2	-	-	ERR	ERR	ERR
prompt	0.2.13	1	2	Vul Found	Vul Found	Vul Found
prompt	0.2.14	1	1	Vul Found	Vul Found	Vul Found
prompt	0.3.0	1	1	Vul Found	Vul Found	Vul Found
prompt	1.0.0	1	1	Vul Found	Vul Found	Vul Found
prompt	1.1.0	1	1	ERR	Vul Found (Changed)	Vul Found
shortid	2.2.12	7	7	Vul Found	Vul Found	Vul Found
shortid	2.2.13	7	7	Vul Found	Vul Found	Vul Found
shortid	2.2.14	7	7	Vul Found	Vul Found	Vul Found
shortid	2.2.15	8	7	Vul Found	Vul Found	Vul Found
shortid	2.2.16	24	8	ERR	Vul Found (Changed)	Vul Found
sax	v1.2.0	15	15	Vul Found	Vul Found	Vul Found
sax	v1.2.1	15	15	Vul Found	Vul Found	Vul Found
sax	v1.2.2	15	15	Vul Found	Vul Found	Vul Found
sax	v1.2.3	16	15	Vul Found	Vul Found	Vul Found
sax	v1.2.4	23	16	Vul Found	Vul Found	Vul Found
dotenv	v10.0.0	7	5	Vul Found	Vul Found	Vul Found
dotenv	v8.6.0	5	5	Vul Found	Vul Found	Vul Found
dotenv	v9.0.0	5	5	Vul Found	Vul Found	Vul Found
dotenv	v9.0.1	5	5	Vul Found	Vul Found	Vul Found
dotenv	v9.0.2	5	5	Vul Found	Vul Found	Vul Found
bignumberjs	8.1.0	0	0	No Vul	No Vul	No Vul
bignumberjs	v8.1.0	0	0	No Vul	No Vul	No Vul
bignumberjs	v8.1.1	0	0	No Vul	No Vul	No Vul
bignumberjs	v9.0.0	0	0	No Vul	No Vul	No Vul
bignumberjs	v9.0.1	0	0	ERR	No Vul (Changed)	No Vul
eslintpluginpromise	v4.0.1	2	2	Vul Found	Vul Found	Vul Found
eslintpluginpromise	v4.2.1	2	2	Vul Found	Vul Found	Vul Found
eslintpluginpromise	v4.2.2	2	2	Vul Found	Vul Found	Vul Found
eslintpluginpromise	v4.3.0	2	2	Vul Found	Vul Found	Vul Found
eslintpluginpromise	v4.3.1	6	2	Vul Found	Vul Found	Vul Found
nodecache	v5.0.1	0	0	No Vul	No Vul	No Vul
nodecache	v5.0.2	0	0	No Vul	No Vul	No Vul
nodecache	v5.1.0	0	0	No Vul	No Vul	No Vul
nodecache	v5.1.1	0	0	No Vul	No Vul	No Vul
nodecache	v5.1.2	6	0	Vul Found	Vul Found	No Vul (Changed)
fortawesomereactfontawesome	0.1.10	3	3	Vul Found	Vul Found	Vul Found
fortawesomereactfontawesome	0.1.11	3	3	Vul Found	Vul Found	Vul Found
fortawesomereactfontawesome	0.1.13	3	3	Vul Found	Vul Found	Vul Found
fortawesomereactfontawesome	0.1.14	3	3	Vul Found	Vul Found	Vul Found
fortawesomereactfontawesome	0.1.15	13	3	Vul Found	Vul Found	Vul Found
momenttimezone	0.5.27	6	6	Vul Found	Vul Found	Vul Found
momenttimezone	0.5.28	6	6	Vul Found	Vul Found	Vul Found
momenttimezone	0.5.31	6	6	Vul Found	Vul Found	Vul Found
momenttimezone	0.5.32	6	6	Vul Found	Vul Found	Vul Found
momenttimezone	0.5.33	9	6	Vul Found	Vul Found	Vul Found
clicolor	v1.1.0	2	2	Vul Found	Vul Found	Vul Found
clicolor	v1.2.0	2	2	Vul Found	Vul Found	Vul Found
clicolor	v1.3.0	2	2	Vul Found	Vul Found	Vul Found
clicolor	v1.4.0	2	2	Vul Found	Vul Found	Vul Found
clicolor	v2.0.0	2	2	ERR	Vul Found (Changed)	Vul Found
nodeschedule	1.3.3	2	16	Vul Found	Vul Found	Vul Found
nodeschedule	2.0.0	2	2	ERR	Vul Found (Changed)	Vul Found
nodeschedule	v1.3.0	16	16	Vul Found	Vul Found	Vul Found
nodeschedule	v1.3.1	16	16	Vul Found	Vul Found	Vul Found
nodeschedule	v1.3.2	16	16	Vul Found	Vul Found	Vul Found
chaiaspromised	v5.3.0	4	4	Vul Found	Vul Found	Vul Found
chaiaspromised	v6.0.0	4	4	Vul Found	Vul Found	Vul Found
chaiaspromised	v7.0.0	4	4	Vul Found	Vul Found	Vul Found
chaiaspromised	v7.1.0	4	4	Vul Found	Vul Found	Vul Found
chaiaspromised	v7.1.1	8	4	Vul Found	Vul Found	Vul Found
d3shape	v2.0.0	0	0	No Vul	No Vul	No Vul
d3shape	v2.0.0-rc.1	0	0	No Vul	No Vul	No Vul
d3shape	v2.1.0	0	0	No Vul	No Vul	No Vul
d3shape	v3.0.0	0	0	No Vul	No Vul	No Vul
d3shape	v3.0.1	0	0	ERR	No Vul (Changed)	No Vul
rolluppluginnoderesolve	v5.0.3	0	0	No Vul	No Vul	No Vul
rolluppluginnoderesolve	v5.0.4	0	0	No Vul	No Vul	No Vul
rolluppluginnoderesolve	v5.1.0	0	0	No Vul	No Vul	No Vul
rolluppluginnoderesolve	v5.1.1	0	0	No Vul	No Vul	No Vul
rolluppluginnoderesolve	v5.2.0	7	0	Vul Found	Vul Found	No Vul (Changed)
gruntcontribwatch	v0.6.0	9	9	Vul Found	Vul Found	Vul Found
gruntcontribwatch	v0.6.1	21	9	Vul Found	Vul Found	Vul Found
gruntcontribwatch	v1.0.0	21	21	Vul Found	Vul Found	Vul Found
gruntcontribwatch	v1.0.1	17	21	Vul Found	Vul Found	Vul Found
gruntcontribwatch	v1.1.0	17	17	ERR	Vul Found (Changed)	Vul Found
postcsssafeparser	4.0.2	0	0	No Vul	No Vul	No Vul
postcsssafeparser	5.0.0	0	0	No Vul	No Vul	No Vul
postcsssafeparser	5.0.1	0	0	No Vul	No Vul	No Vul
postcsssafeparser	5.0.2	0	0	No Vul	No Vul	No Vul
postcsssafeparser	6.0.0	1	0	ERR	Vul Found (Changed)	No Vul (Changed)
fstream	v1.0.10	10	10	Vul Found	Vul Found	Vul Found
fstream	v1.0.11	10	10	Vul Found	Vul Found	Vul Found
fstream	v1.0.12	24	10	Vul Found	Vul Found	Vul Found
fstream	v1.0.8	10	10	Vul Found	Vul Found	Vul Found
fstream	v1.0.9	10	10	Vul Found	Vul Found	Vul Found
sinonchai	3.3.0	0	0	No Vul	No Vul	No Vul
sinonchai	3.4.0	0	0	No Vul	No Vul	No Vul
sinonchai	3.5.0	0	0	No Vul	No Vul	No Vul
sinonchai	3.6.0	0	0	No Vul	No Vul	No Vul
sinonchai	3.7.0	6	0	Vul Found	Vul Found	No Vul (Changed)
cron	v1.7.1	3	3	Vul Found	Vul Found	Vul Found
cron	v1.7.2	3	3	Vul Found	Vul Found	Vul Found
cron	v1.8.0	3	3	Vul Found	Vul Found	Vul Found
cron	v1.8.1	3	3	Vul Found	Vul Found	Vul Found
cron	v1.8.2	12	3	Vul Found	Vul Found	Vul Found
broccolimergetrees	v2.0.1	3	3	Vul Found	Vul Found	Vul Found
broccolimergetrees	v3.0.2	3	3	Vul Found	Vul Found	Vul Found
broccolimergetrees	v4.0.0	3	3	Vul Found	Vul Found	Vul Found
broccolimergetrees	v4.1.0	3	3	Vul Found	Vul Found	Vul Found
broccolimergetrees	v4.2.0	10	3	ERR	Vul Found (Changed)	Vul Found
karmamocha	v1.1.1	19	19	Vul Found	Vul Found	Vul Found
karmamocha	v1.2.0	19	19	Vul Found	Vul Found	Vul Found
karmamocha	v1.3.0	19	19	Vul Found	Vul Found	Vul Found
karmamocha	v2.0.0	19	19	Vul Found	Vul Found	Vul Found
karmamocha	v2.0.1	29	19	Vul Found	Vul Found	Vul Found
rc	v1.0.0	2	2	Vul Found	Vul Found	Vul Found
rc	v1.0.1	2	2	Vul Found	Vul Found	Vul Found
rc	v1.0.2	2	2	Vul Found	Vul Found	Vul Found
rc	v1.0.3	1	2	Vul Found	Vul Found	Vul Found
rc	v1.1.6	1	1	ERR	Vul Found (Changed)	Vul Found
prismjs	v1.21.0	5	5	Vul Found	Vul Found	Vul Found
prismjs	v1.22.0	5	5	Vul Found	Vul Found	Vul Found
prismjs	v1.23.0	5	5	Vul Found	Vul Found	Vul Found
prismjs	v1.24.0	5	5	Vul Found	Vul Found	Vul Found
prismjs	v1.24.1	7	5	Vul Found	Vul Found	Vul Found
faker	before	7	7	Vul Found	Vul Found	Vul Found
faker	v5.5.0	7	7	Vul Found	Vul Found	Vul Found
faker	v5.5.1	7	7	Vul Found	Vul Found	Vul Found
faker	v5.5.2	7	7	Vul Found	Vul Found	Vul Found
faker	v5.5.3	7	7	ERR	Vul Found (Changed)	Vul Found
babelify	v10.0.0	16	1	Vul Found	Vul Found	Vul Found
babelify	v10.0.0-beta.0	1	1	Vul Found	Vul Found	Vul Found
babelify	v10.0.0-beta.1	1	1	Vul Found	Vul Found	Vul Found
babelify	v8.0.0	1	1	Vul Found	Vul Found	Vul Found
babelify	v9.0.0	1	1	Vul Found	Vul Found	Vul Found
jszip	v3.3.0	21	21	Vul Found	Vul Found	Vul Found
jszip	v3.4.0	21	21	Vul Found	Vul Found	Vul Found
jszip	v3.5.0	21	21	Vul Found	Vul Found	Vul Found
jszip	v3.6.0	21	21	Vul Found	Vul Found	Vul Found
jszip	v3.6.0-0	21	21	Vul Found	Vul Found	Vul Found
tarfs	v1.16.3	0	0	No Vul	No Vul	No Vul
tarfs	v2.0.0	0	0	No Vul	No Vul	No Vul
tarfs	v2.0.1	0	0	No Vul	No Vul	No Vul
tarfs	v2.1.0	0	0	No Vul	No Vul	No Vul
tarfs	v2.1.1	0	0	ERR	No Vul (Changed)	No Vul
deepmerge	v4.1.1	0	0	No Vul	No Vul	No Vul
deepmerge	v4.1.2	0	0	No Vul	No Vul	No Vul
deepmerge	v4.2.0	0	0	No Vul	No Vul	No Vul
deepmerge	v4.2.1	0	0	No Vul	No Vul	No Vul
deepmerge	v4.2.2	2	0	Vul Found	Vul Found	No Vul (Changed)
gulpcleancss	4.0.1	5	5	Vul Found	Vul Found	Vul Found
gulpcleancss	4.1.0	5	5	Vul Found	Vul Found	Vul Found
gulpcleancss	4.1.1	5	5	Vul Found	Vul Found	Vul Found
gulpcleancss	4.2.0	5	5	Vul Found	Vul Found	Vul Found
gulpcleancss	4.3.0	5	5	ERR	Vul Found (Changed)	Vul Found
genericpool	v3.7.1	16	16	Vul Found	Vul Found	Vul Found
genericpool	v3.7.8	16	16	Vul Found	Vul Found	Vul Found
genericpool	v3.8.0	16	16	Vul Found	Vul Found	Vul Found
genericpool	v3.8.1	16	16	Vul Found	Vul Found	Vul Found
genericpool	v3.8.2	16	16	ERR	Vul Found (Changed)	Vul Found
rimraf	v2.7.0	1	1	Vul Found	Vul Found	Vul Found
rimraf	v2.7.1	1	1	Vul Found	Vul Found	Vul Found
rimraf	v3.0.0	1	1	Vul Found	Vul Found	Vul Found
rimraf	v3.0.1	1	1	Vul Found	Vul Found	Vul Found
rimraf	v3.0.2	12	1	Vul Found	Vul Found	Vul Found
sourcemapsupport	v0.5.15	12	12	Vul Found	Vul Found	Vul Found
sourcemapsupport	v0.5.16	12	12	Vul Found	Vul Found	Vul Found
sourcemapsupport	v0.5.17	12	12	Vul Found	Vul Found	Vul Found
sourcemapsupport	v0.5.18	12	12	Vul Found	Vul Found	Vul Found
sourcemapsupport	v0.5.19	16	12	Vul Found	Vul Found	Vul Found
postcssnested	5.0.2	0	0	No Vul	No Vul	No Vul
postcssnested	5.0.3	0	0	No Vul	No Vul	No Vul
postcssnested	5.0.4	0	0	No Vul	No Vul	No Vul
postcssnested	5.0.5	0	0	No Vul	No Vul	No Vul
postcssnested	5.0.6	0	0	ERR	No Vul (Changed)	No Vul
inquirerautocompleteprompt	v1.0.0	0	0	No Vul	No Vul	No Vul
inquirerautocompleteprompt	v1.0.1	0	0	No Vul	No Vul	No Vul
inquirerautocompleteprompt	v1.0.2	0	0	No Vul	No Vul	No Vul
inquirerautocompleteprompt	v1.1.0	0	0	No Vul	No Vul	No Vul
inquirerautocompleteprompt	v1.2.0	3	0	Vul Found	Vul Found	No Vul (Changed)
JSONStream	v1.0.2	1	1	Vul Found	Vul Found	Vul Found
JSONStream	v1.0.3	1	1	Vul Found	Vul Found	Vul Found
JSONStream	v1.0.4	1	1	Vul Found	Vul Found	Vul Found
JSONStream	v1.0.5	1	1	Vul Found	Vul Found	Vul Found
JSONStream	v1.0.6	1	1	ERR	Vul Found (Changed)	Vul Found
bip39	v3.0.0	0	0	No Vul	No Vul	No Vul
bip39	v3.0.1	0	0	No Vul	No Vul	No Vul
bip39	v3.0.2	0	0	No Vul	No Vul	No Vul
bip39	v3.0.3	0	0	No Vul	No Vul	No Vul
bip39	v3.0.4	1	0	Vul Found	Vul Found	No Vul (Changed)
readlinesync	1.4.10	0	0	ERR	No Vul (Changed)	No Vul
readlinesync	1.4.6	0	0	No Vul	No Vul	No Vul
readlinesync	1.4.7	0	0	No Vul	No Vul	No Vul
readlinesync	1.4.8	0	0	No Vul	No Vul	No Vul
readlinesync	1.4.9	0	0	No Vul	No Vul	No Vul
backbone	1.3.0	18	18	Vul Found	Vul Found	Vul Found
backbone	1.3.1	18	18	Vul Found	Vul Found	Vul Found
backbone	1.3.2	18	18	Vul Found	Vul Found	Vul Found
backbone	1.3.3	8	18	Vul Found	Vul Found	Vul Found
backbone	1.4.0	8	8	ERR	Vul Found (Changed)	Vul Found
toughcookie	v2.4.2	0	0	No Vul	No Vul	No Vul
toughcookie	v2.4.3	0	0	No Vul	No Vul	No Vul
toughcookie	v2.5.0	0	0	No Vul	No Vul	No Vul
toughcookie	v3.0.0	0	0	No Vul	No Vul	No Vul
toughcookie	v4.0.0	0	0	ERR	No Vul (Changed)	No Vul
gulpshell	0.6.4	5	5	Vul Found	Vul Found	Vul Found
gulpshell	0.6.5	5	5	Vul Found	Vul Found	Vul Found
gulpshell	0.7.0	5	5	Vul Found	Vul Found	Vul Found
gulpshell	0.7.1	5	5	Vul Found	Vul Found	Vul Found
gulpshell	0.8.0	10	5	ERR	Vul Found (Changed)	Vul Found
stylelintorder	3.0.1	0	0	No Vul	No Vul	No Vul
stylelintorder	3.1.0	0	0	No Vul	No Vul	No Vul
